2019-11-05T20:07:38.380Z,32.6046667,-116.9808333,1.11,ci38934143,"7km ESE of Chula Vista, CA"
2019-11-05T20:05:08.140Z,35.8665,-117.6981667,1.15,ci38934119,"20km ESE of Little Lake, CA"
2019-11-05T19:52:01.370Z,35.6091667,-117.5475,2.84,ci38934103,"12km E of Ridgecrest, CA"
2019-11-05T19:43:15.070Z,36.0328331,-117.6473312,1.68,ci38934087,"26km ENE of Little Lake, CA"
2019-11-05T19:42:38.258Z,61.3982,-150.067,1.4,ak019e7cmk3l,"14km SSW of Big Lake, Alaska"
2019-11-05T19:42:10.410Z,35.9191667,-117.6741667,1.03,ci38934079,"21km E of Little Lake, CA"
2019-11-05T19:40:56.990Z,35.6738333,-117.5215,1.15,ci38934071,"15km SW of Searles Valley, CA"
2019-11-05T19:40:01.080Z,35.6896667,-117.6036667,0.96,ci38934063,"10km NE of Ridgecrest, CA"
2019-11-05T19:32:18.730Z,36.6998,-116.1213,0.8,nn00709620,"55km NNW of Pahrump, Nevada"
2019-11-05T19:18:58.660Z,-9.5534,121.1628,4,us700063jy,"67km SSE of Ngedhusuba, Indonesia"
2019-11-05T19:12:21.880Z,36.5760002,-121.0924988,1.96,nc73301055,"7km NE of Pinnacles, CA"
2019-11-05T18:55:29.360Z,35.8703333,-117.6746667,0.5,ci38933951,"22km ESE of Little Lake, CA"
2019-11-05T18:50:14.940Z,35.6655,-117.4475,1.35,ci38933935,"12km SSW of Searles Valley, CA"
2019-11-05T18:41:59.630Z,36.1908333,-89.4726667,1.37,nm60292331,"8km S of Ridgely, Tennessee"
2019-11-05T18:33:06.689Z,55.8242,162.9598,4.8,us700063je,"54km SE of Ust'-Kamchatsk Staryy, Russia"
2019-11-05T18:31:03.780Z,35.844,-117.6376667,0.89,ci38933911,"23km WNW of Searles Valley, CA"
2019-11-05T18:23:47.380Z,35.934,-117.6715,0.93,ci38933895,"21km E of Little Lake, CA"
2019-11-05T18:19:26.950Z,64.7897,-149.1981,1.1,ak019e7bw6ar,"23km N of North Nenana, Alaska"
2019-11-05T17:56:31.650Z,33.4266667,-116.8275,0.77,ci38933863,"4km ESE of Aguanga, CA"
2019-11-05T17:53:35.620Z,34.0236667,-117.4596667,0.92,ci38933839,"3km ENE of Glen Avon, CA"
2019-11-05T17:30:27.900Z,36.139,-117.8575,1.25,ci38933775,"13km NE of Coso Junction, CA"
2019-11-05T17:24:10.930Z,35.898,-117.686,1.25,ci38933759,"20km ESE of Little Lake, CA"
2019-11-05T17:16:27.660Z,35.6406667,-117.5868333,0.82,ci38933735,"8km ENE of Ridgecrest, CA"
2019-11-05T17:09:13.670Z,35.657,-117.45,0.9,ci38933727,"13km SSW of Searles Valley, CA"
2019-11-05T17:02:28.400Z,35.6243333,-117.4476667,-0.33,ci38933703,"16km SSW of Searles Valley, CA"
2019-11-05T16:51:18.770Z,33.9596672,-116.7903366,1.12,ci38933687,"5km N of Cabazon, CA"
2019-11-05T16:48:03.689Z,37.0157,-116.8614,0.5,nn00709609,"14km NW of Beatty, Nevada"
2019-11-05T16:38:13.251Z,66.3244,-157.6108,3,ak019e7atcg5,"72km SSW of Kobuk, Alaska"
2019-11-05T16:37:39.830Z,19.1431675,-155.4725037,2.03,hv71217396,"6km S of Pahala, Hawaii"
2019-11-05T16:36:49.530Z,35.8818333,-117.7246667,0.64,ci38933647,"18km ESE of Little Lake, CA"
2019-11-05T16:29:49.980Z,46.25283333,-122.0596667,1.05,uw61558782,"37km SSE of Morton, Washington"
2019-11-05T16:28:47.049Z,61.1893,-149.2008,1.6,ak019e7ar9y8,"37km E of Anchorage, Alaska"
2019-11-05T16:04:50.779Z,6.7791,-72.9927,4.3,us700063ei,"9km NNE of Aratoca, Colombia"
2019-11-05T16:04:42.590Z,36.0765,-117.8531667,1.77,ci38933599,"9km ENE of Coso Junction, CA"
2019-11-05T15:59:38.678Z,11.8886,143.7751,5.1,us700063ej,"180km SSW of Merizo Village, Guam"
2019-11-05T15:55:52.915Z,36.8207,-116.2531,0.6,nn00709600,"46km ESE of Beatty, Nevada"
2019-11-05T15:50:25.070Z,35.7145004,-117.5749969,1.05,ci38933567,"14km NE of Ridgecrest, CA"
2019-11-05T15:44:47.210Z,35.897,-117.6758333,0.37,ci38933551,"21km ESE of Little Lake, CA"
2019-11-05T15:44:43.570Z,35.5255,-117.3851667,0.59,ci37429829,"26km S of Trona, CA"
2019-11-05T15:44:12.570Z,35.6563333,-117.5566667,0.15,ci37429837,"12km ENE of Ridgecrest, CA"
2019-11-05T15:41:28.148Z,42.3168,143.1788,4.7,us700063eb,"66km S of Obihiro, Japan"
2019-11-05T15:39:47.496Z,61.6674,-150.867,1.8,ak019e7a8786,"44km W of Willow, Alaska"
2019-11-05T15:34:14.150Z,34.2673333,-119.5891667,1.66,ci38933519,"16km SSW of Carpinteria, CA"
2019-11-05T15:28:39.261Z,40.0347,-119.61,0.9,nn00709602,"43km N of Spanish Springs, Nevada"
2019-11-05T15:26:52.518Z,60.1418,-151.1492,1.9,ak019e7a5fce,"26km SSE of Cohoe, Alaska"
2019-11-05T15:26:33.098Z,67.7214,-161.5032,2.1,ak019e7a5dug,"64km ENE of Noatak, Alaska"
2019-11-05T15:10:30.560Z,46.85783333,-121.7536667,0.47,uw61558767,"28km NNW of Packwood, Washington"
2019-11-05T14:56:01.560Z,35.6403333,-117.5818333,0.77,ci38933471,"9km ENE of Ridgecrest, CA"
2019-11-05T14:55:38.870Z,35.653,-117.5381667,0.19,ci37429845,"13km ENE of Ridgecrest, CA"
2019-11-05T14:37:41.763Z,36.8198,-117.5211,0.9,nn00709595,"53km ENE of Lone Pine, California"
2019-11-05T14:28:59.368Z,39.3663,-120.1471,0.9,nn00709599,"5km NE of Truckee, California"
2019-11-05T14:27:37.334Z,61.7199,-149.8107,1.4,ak019e79k69m,"9km N of Houston, Alaska"
2019-11-05T14:23:41.960Z,38.791832,-122.7714996,1.33,nc73300995,"2km NW of The Geysers, CA"
2019-11-05T14:23:35.956Z,39.4536,-115.0386,2.2,nn00709608,"23km WNW of McGill, Nevada"
2019-11-05T14:12:33.200Z,35.9016667,-117.7516667,1.24,ci38933399,"14km ESE of Little Lake, CA"
2019-11-05T14:10:08.920Z,35.7091667,-117.546,0.84,ci38933391,"14km WSW of Searles Valley, CA"
2019-11-05T14:07:34.796Z,58.8545,-136.4085,1.8,ak019e79fvrb,"62km NW of Gustavus, Alaska"
2019-11-05T14:04:27.660Z,33.2216667,-116.734,0.48,ci38933383,"4km SE of Lake Henshaw, CA"
2019-11-05T13:45:01.260Z,39.6898333,-111.2333333,1.82,uu60348997,"19km ENE of Fairview, Utah"
2019-11-05T13:44:58.580Z,35.6965,-117.5728333,1.11,ci38933359,"12km NE of Ridgecrest, CA"
2019-11-05T13:26:55.580Z,39.6941667,-111.2138333,1.68,uu60348987,"20km ENE of Fairview, Utah"
2019-11-05T13:24:50.104Z,37.4048,-115.9999,0.3,nn00709619,"74km W of Alamo, Nevada"
2019-11-05T13:20:42.898Z,62.4999,-150.4864,1.5,ak019e78x96a,"27km NW of Talkeetna, Alaska"
2019-11-05T13:19:28.380Z,37.3843,-117.1331,0.4,nn00709593,"37km SSE of Goldfield, Nevada"
